,Eur
4139,0.084
4140,0.084
4141,0.084
4142,0.084
4143,0.084
4144,0.084
4145,0.084
4146,0.084
4147,0.084
4148,0.084
4149,0.084
4150,0.084
4151,0.084
4152,0.084
4153,0.084
4154,0.084
4155,0.084
4156,0.084
4157,0.084
4158,0.084
4159,0.084
4160,0.084
4161,0.084
4162,0.084
4163,0.084
4164,0.084
4165,0.084
4166,0.084
4167,0.084
4168,0.084
4169,0.084
4170,0.084
4171,0.084
4172,0.084
4173,0.084
4174,0.084
4175,0.084
4176,0.084
4177,0.084
4178,0.084
4179,0.084
4180,0.084
4181,0.084
4182,0.084
4183,0.127
4184,0.127
4185,0.224
4186,0.224
4187,0.224
4188,0.224
4189,0.127
4190,0.127
4191,0.127
4192,0.127
4193,0.224
4194,0.224
4195,0.224
4196,0.224
4197,0.127
4198,0.127
4199,0.084
4200,0.084
4201,0.084
4202,0.084
4203,0.084
4204,0.084
4205,0.084
4206,0.127
4207,0.127
4208,0.224
4209,0.224
4210,0.224
4211,0.224
4212,0.127
4213,0.127
4214,0.127
4215,0.127
4216,0.224
4217,0.224
4218,0.224
4219,0.224
4220,0.127
4221,0.127
4222,0.084
4223,0.084
4224,0.084
4225,0.084
4226,0.084
4227,0.084
4228,0.084
4229,0.127
4230,0.127
4231,0.224
4232,0.224
4233,0.224
4234,0.224
4235,0.127
4236,0.127
4237,0.127
4238,0.127
4239,0.224
4240,0.224
4241,0.224
4242,0.224
4243,0.127
4244,0.127
4245,0.084
4246,0.084
4247,0.084
4248,0.084
4249,0.084
4250,0.084
4251,0.084
4252,0.127
4253,0.127
4254,0.224
4255,0.224
4256,0.224
4257,0.224
4258,0.127
4259,0.127
4260,0.127
4261,0.127
4262,0.224
4263,0.224
4264,0.224
4265,0.224
4266,0.127
4267,0.127
4268,0.084
4269,0.084
4270,0.084
4271,0.084
4272,0.084
4273,0.084
4274,0.084
4275,0.127
4276,0.127
4277,0.224
4278,0.224
4279,0.224
4280,0.224
4281,0.127
4282,0.127
4283,0.127
4284,0.127
4285,0.224
4286,0.224
4287,0.224
4288,0.224
4289,0.127
4290,0.127
4291,0.084
4292,0.084
4293,0.084
4294,0.084
4295,0.084
4296,0.084
4297,0.084
4298,0.084
4299,0.084
4300,0.084
4301,0.084
4302,0.084
4303,0.084
4304,0.084
4305,0.084
4306,0.084
4307,0.084
4308,0.084
4309,0.084
4310,0.084
4311,0.084
4312,0.084
4313,0.084
4314,0.084
4315,0.084
4316,0.084
4317,0.084
4318,0.084
4319,0.084
4320,0.084
4321,0.084
4322,0.084
4323,0.084
4324,0.084
4325,0.084
4326,0.084
4327,0.084
4328,0.084
4329,0.084
4330,0.084
4331,0.084
4332,0.084
4333,0.084
4334,0.084
4335,0.084
4336,0.084
4337,0.084
4338,0.084
4339,0.084
4340,0.084
4341,0.084
4342,0.084
4343,0.084
4344,0.084
4345,0.084
4346,0.084
4347,0.084
4348,0.084
4349,0.084
4350,0.127
4351,0.127
4352,0.224
4353,0.224
4354,0.224
4355,0.224
4356,0.127
4357,0.127
4358,0.127
4359,0.127
4360,0.224
4361,0.224
4362,0.224
4363,0.224
4364,0.127
4365,0.127
4366,0.084
4367,0.084
4368,0.084
4369,0.084
4370,0.084
4371,0.084
4372,0.084
4373,0.127
4374,0.127
4375,0.224
4376,0.224
4377,0.224
4378,0.224
4379,0.127
4380,0.127
4381,0.127
4382,0.127
4383,0.224
4384,0.224
4385,0.224
4386,0.224
4387,0.127
4388,0.127
4389,0.084
4390,0.084
4391,0.084
4392,0.084
4393,0.084
4394,0.084
4395,0.084
4396,0.127
4397,0.127
4398,0.224
4399,0.224
4400,0.224
4401,0.224
4402,0.127
4403,0.127
4404,0.127
4405,0.127
4406,0.224
4407,0.224
4408,0.224
4409,0.224
4410,0.127
4411,0.127
4412,0.084
4413,0.084
4414,0.084
4415,0.084
4416,0.084
4417,0.084
4418,0.084
4419,0.127
4420,0.127
4421,0.224
4422,0.224
4423,0.224
4424,0.224
4425,0.127
4426,0.127
4427,0.127
4428,0.127
4429,0.224
4430,0.224
4431,0.224
4432,0.224
4433,0.127
4434,0.127
4435,0.084
4436,0.084
4437,0.084
4438,0.084
4439,0.084
4440,0.084
4441,0.084
4442,0.127
4443,0.127
4444,0.224
4445,0.224
4446,0.224
4447,0.224
4448,0.127
4449,0.127
4450,0.127
4451,0.127
4452,0.224
4453,0.224
4454,0.224
4455,0.224
4456,0.127
4457,0.127
4458,0.084
4459,0.084
4460,0.084
4461,0.084
4462,0.084
4463,0.084
4464,0.084
4465,0.084
4466,0.084
4467,0.084
4468,0.084
4469,0.084
4470,0.084
4471,0.084
4472,0.084
4473,0.084
4474,0.084
4475,0.084
4476,0.084
4477,0.084
4478,0.084
4479,0.084
4480,0.084
4481,0.084
4482,0.084
4483,0.084
4484,0.084
4485,0.084
4486,0.084
4487,0.084
4488,0.084
4489,0.084
4490,0.084
4491,0.084
4492,0.084
4493,0.084
4494,0.084
4495,0.084
4496,0.084
4497,0.084
4498,0.084
4499,0.084
4500,0.084
4501,0.084
4502,0.084
4503,0.084
4504,0.084
4505,0.084
4506,0.084
4507,0.084
4508,0.084
4509,0.084
4510,0.084
4511,0.084
4512,0.084
4513,0.084
4514,0.084
4515,0.084
4516,0.084
4517,0.127
4518,0.127
4519,0.224
4520,0.224
4521,0.224
4522,0.224
4523,0.127
4524,0.127
4525,0.127
4526,0.127
4527,0.224
4528,0.224
4529,0.224
4530,0.224
4531,0.127
4532,0.127
4533,0.084
4534,0.084
4535,0.084
4536,0.084
4537,0.084
4538,0.084
4539,0.084
4540,0.127
4541,0.127
4542,0.224
4543,0.224
4544,0.224
4545,0.224
4546,0.127
4547,0.127
4548,0.127
4549,0.127
4550,0.224
4551,0.224
4552,0.224
4553,0.224
4554,0.127
4555,0.127
4556,0.084
4557,0.084
4558,0.084
4559,0.084
4560,0.084
4561,0.084
4562,0.084
4563,0.127
4564,0.127
4565,0.224
4566,0.224
4567,0.224
4568,0.224
4569,0.127
4570,0.127
4571,0.127
4572,0.127
4573,0.224
4574,0.224
4575,0.224
4576,0.224
4577,0.127
4578,0.127
4579,0.084
4580,0.084
4581,0.084
4582,0.084
4583,0.084
4584,0.084
4585,0.084
4586,0.127
4587,0.127
4588,0.224
4589,0.224
4590,0.224
4591,0.224
4592,0.127
4593,0.127
4594,0.127
4595,0.127
4596,0.224
4597,0.224
4598,0.224
4599,0.224
4600,0.127
4601,0.127
4602,0.084
4603,0.084
4604,0.084
4605,0.084
4606,0.084
4607,0.084
4608,0.084
4609,0.127
4610,0.127
4611,0.224
4612,0.224
4613,0.224
4614,0.224
4615,0.127
4616,0.127
4617,0.127
4618,0.127
4619,0.224
4620,0.224
4621,0.224
4622,0.224
4623,0.127
4624,0.127
4625,0.084
4626,0.084
4627,0.084
4628,0.084
4629,0.084
4630,0.084
4631,0.084
4632,0.084
4633,0.084
4634,0.084
4635,0.084
4636,0.084
4637,0.084
4638,0.084
4639,0.084
4640,0.084
4641,0.084
4642,0.084
4643,0.084
4644,0.084
4645,0.084
4646,0.084
4647,0.084
4648,0.084
4649,0.084
4650,0.084
4651,0.084
4652,0.084
4653,0.084
4654,0.084
4655,0.084
4656,0.084
4657,0.084
4658,0.084
4659,0.084
4660,0.084
4661,0.084
4662,0.084
4663,0.084
4664,0.084
4665,0.084
4666,0.084
4667,0.084
4668,0.084
4669,0.084
4670,0.084
4671,0.084
4672,0.084
4673,0.084
4674,0.084
4675,0.084
4676,0.084
4677,0.084
4678,0.084
4679,0.084
4680,0.084
4681,0.084
4682,0.084
4683,0.084
4684,0.127
4685,0.127
4686,0.224
4687,0.224
4688,0.224
4689,0.224
4690,0.127
4691,0.127
4692,0.127
4693,0.127
4694,0.224
4695,0.224
4696,0.224
4697,0.224
4698,0.127
4699,0.127
4700,0.084
4701,0.084
4702,0.084
4703,0.084
4704,0.084
4705,0.084
4706,0.084
4707,0.127
4708,0.127
4709,0.224
4710,0.224
4711,0.224
4712,0.224
4713,0.127
4714,0.127
4715,0.127
4716,0.127
4717,0.224
4718,0.224
4719,0.224
4720,0.224
4721,0.127
4722,0.127
4723,0.084
4724,0.084
4725,0.084
4726,0.084
4727,0.084
4728,0.084
4729,0.084
4730,0.127
4731,0.127
4732,0.224
4733,0.224
4734,0.224
4735,0.224
4736,0.127
4737,0.127
4738,0.127
4739,0.127
4740,0.224
4741,0.224
4742,0.224
4743,0.224
4744,0.127
4745,0.127
4746,0.084
4747,0.084
4748,0.084
4749,0.084
4750,0.084
4751,0.084
4752,0.084
4753,0.127
4754,0.127
4755,0.224
4756,0.224
4757,0.224
4758,0.224
4759,0.127
4760,0.127
4761,0.127
4762,0.127
4763,0.224
4764,0.224
4765,0.224
4766,0.224
4767,0.127
4768,0.127
4769,0.084
4770,0.084
4771,0.084
4772,0.084
4773,0.084
4774,0.084
4775,0.084
4776,0.127
4777,0.127
4778,0.224
4779,0.224
4780,0.224
4781,0.224
4782,0.127
4783,0.127
4784,0.127
4785,0.127
4786,0.224
4787,0.224
4788,0.224
4789,0.224
4790,0.127
4791,0.127
4792,0.084
4793,0.084
4794,0.084
4795,0.084
4796,0.084
4797,0.084
4798,0.084
4799,0.084
4800,0.084
4801,0.084
4802,0.084
4803,0.084
4804,0.084
4805,0.084
4806,0.084
4807,0.084
4808,0.084
4809,0.084
4810,0.084
4811,0.084
4812,0.084
4813,0.084
4814,0.084
4815,0.084
4816,0.084
4817,0.084
4818,0.084
4819,0.084
4820,0.084
4821,0.084
4822,0.084
4823,0.084
4824,0.084
4825,0.084
4826,0.084
4827,0.084
4828,0.084
4829,0.084
4830,0.084
4831,0.084
4832,0.084
4833,0.084
4834,0.084
4835,0.084
4836,0.084
4837,0.084
4838,0.084
4839,0.084
4840,0.084
4841,0.084
4842,0.084
4843,0.084
4844,0.084
4845,0.084
4846,0.084
4847,0.084
4848,0.084
4849,0.084
4850,0.084
4851,0.127
4852,0.127
4853,0.224
4854,0.224
4855,0.224
4856,0.224
4857,0.127
4858,0.127
4859,0.127
4860,0.127
4861,0.224
4862,0.224
4863,0.224
4864,0.224
4865,0.127
4866,0.127
4867,0.084
4868,0.084
4869,0.084
4870,0.084
4871,0.084
4872,0.084
4873,0.084
4874,0.127
4875,0.127
4876,0.224
4877,0.224
4878,0.224
4879,0.224
4880,0.127
4881,0.127
4882,0.127
4883,0.127
4884,0.224
4885,0.224
4886,0.224
4887,0.224
4888,0.127
4889,0.127
4890,0.084
4891,0.084
4892,0.084
4893,0.084
4894,0.084
4895,0.084
4896,0.084
4897,0.127
4898,0.127
4899,0.224
4900,0.224
4901,0.224
4902,0.224
4903,0.127
4904,0.127
4905,0.127
4906,0.127
4907,0.224
4908,0.224
4909,0.224
4910,0.224
4911,0.127
4912,0.127
4913,0.084
4914,0.084
4915,0.084
4916,0.084
4917,0.084
4918,0.084
4919,0.084
4920,0.127
4921,0.127
4922,0.224
4923,0.224
4924,0.224
4925,0.224
4926,0.127
4927,0.127
4928,0.127
4929,0.127
4930,0.224
4931,0.224
4932,0.224
4933,0.224
4934,0.127
4935,0.127
4936,0.084
4937,0.084
4938,0.084
4939,0.084
4940,0.084
4941,0.084
4942,0.084
4943,0.127
4944,0.127
4945,0.224
4946,0.224
4947,0.224
4948,0.224
4949,0.127
4950,0.127
4951,0.127
4952,0.127
4953,0.224
4954,0.224
4955,0.224
4956,0.224
4957,0.127
4958,0.127
4959,0.084
4960,0.084
4961,0.084
4962,0.084
4963,0.084
4964,0.084
4965,0.084
4966,0.084
4967,0.084
4968,0.084
4969,0.084
4970,0.084
4971,0.084
4972,0.084
4973,0.084
4974,0.084
4975,0.084
4976,0.084
4977,0.084
4978,0.084
4979,0.084
4980,0.084
4981,0.084
4982,0.084
4983,0.084
4984,0.084
4985,0.084
4986,0.084
4987,0.084
4988,0.084
4989,0.084
4990,0.084
4991,0.084
4992,0.084
4993,0.084
4994,0.084
4995,0.084
4996,0.084
4997,0.084
4998,0.084
4999,0.084
5000,0.084
5001,0.084
5002,0.084
5003,0.084
5004,0.084
5005,0.084
5006,0.084
5007,0.084
5008,0.084
5009,0.084
5010,0.084
5011,0.084
5012,0.084
5013,0.084
5014,0.084
5015,0.084
5016,0.084
5017,0.084
5018,0.127
5019,0.127
5020,0.224
5021,0.224
5022,0.224
5023,0.224
5024,0.127
5025,0.127
5026,0.127
5027,0.127
5028,0.224
5029,0.224
5030,0.224
5031,0.224
5032,0.127
5033,0.127
5034,0.084
5035,0.084
5036,0.084
5037,0.084
5038,0.084
5039,0.084
5040,0.084
5041,0.127
5042,0.127
5043,0.224
5044,0.224
5045,0.224
5046,0.224
5047,0.127
5048,0.127
5049,0.127
5050,0.127
5051,0.224
5052,0.224
5053,0.224
5054,0.224
5055,0.127
5056,0.127
5057,0.084
5058,0.084
5059,0.084
5060,0.084
5061,0.084
5062,0.084
5063,0.084
5064,0.127
5065,0.127
5066,0.224
5067,0.224
5068,0.224
5069,0.224
5070,0.127
5071,0.127
5072,0.127
5073,0.127
5074,0.224
5075,0.224
5076,0.224
5077,0.224
5078,0.127
5079,0.127
5080,0.084
5081,0.084
5082,0.084
5083,0.084
5084,0.084
5085,0.084
5086,0.084
5087,0.127
5088,0.127
5089,0.224
5090,0.224
5091,0.224
5092,0.224
5093,0.127
5094,0.127
5095,0.127
5096,0.127
5097,0.224
5098,0.224
5099,0.224
5100,0.224
5101,0.127
5102,0.127
5103,0.084
5104,0.084
5105,0.084
5106,0.084
5107,0.084
5108,0.084
5109,0.084
5110,0.127
5111,0.127
5112,0.224
5113,0.224
5114,0.224
5115,0.224
5116,0.127
5117,0.127
5118,0.127
5119,0.127
5120,0.224
5121,0.224
5122,0.224
5123,0.224
5124,0.127
5125,0.127
5126,0.084
5127,0.084
5128,0.084
5129,0.084
5130,0.084
5131,0.084
5132,0.084
5133,0.084
5134,0.084
5135,0.084
5136,0.084
5137,0.084
5138,0.084
5139,0.084
5140,0.084
5141,0.084
5142,0.084
5143,0.084
5144,0.084
5145,0.084
5146,0.084
5147,0.084
5148,0.084
5149,0.084
5150,0.084
5151,0.084
5152,0.084
5153,0.084
5154,0.084
5155,0.084
5156,0.084
5157,0.084
5158,0.084
5159,0.084
5160,0.084
5161,0.084
5162,0.084
5163,0.084
5164,0.084
5165,0.084
5166,0.084
5167,0.084
5168,0.084
5169,0.084
5170,0.084
5171,0.084
5172,0.084
5173,0.084
5174,0.084
5175,0.084
5176,0.084
5177,0.084
5178,0.084
5179,0.084
5180,0.084
5181,0.084
5182,0.084
5183,0.084
5184,0.084
5185,0.127
5186,0.127
5187,0.224
5188,0.224
5189,0.224
5190,0.224
5191,0.127
5192,0.127
5193,0.127
5194,0.127
5195,0.224
5196,0.224
5197,0.224
5198,0.224
5199,0.127
5200,0.127
5201,0.084
5202,0.084
5203,0.084
5204,0.084
5205,0.084
5206,0.084
5207,0.084
5208,0.127
5209,0.127
5210,0.224
5211,0.224
5212,0.224
5213,0.224
5214,0.127
5215,0.127
5216,0.127
5217,0.127
5218,0.224
5219,0.224
5220,0.224
5221,0.224
5222,0.127
5223,0.127
5224,0.084
5225,0.084
5226,0.084
5227,0.084
5228,0.084
5229,0.084
5230,0.084
5231,0.127
5232,0.127
5233,0.224
5234,0.224
5235,0.224
5236,0.224
5237,0.127
5238,0.127
5239,0.127
5240,0.127
5241,0.224
5242,0.224
5243,0.224
5244,0.224
5245,0.127
5246,0.127
5247,0.084
5248,0.084
5249,0.084
5250,0.084
5251,0.084
5252,0.084
5253,0.084
5254,0.127
5255,0.127
5256,0.224
5257,0.224
5258,0.224
5259,0.224
5260,0.127
5261,0.127
5262,0.127
5263,0.127
5264,0.224
5265,0.224
5266,0.224
5267,0.224
5268,0.127
5269,0.127
5270,0.084
5271,0.084
5272,0.084
5273,0.084
5274,0.084
5275,0.084
5276,0.084
5277,0.127
5278,0.127
5279,0.224
5280,0.224
5281,0.224
5282,0.224
5283,0.127
5284,0.127
5285,0.127
5286,0.127
5287,0.224
5288,0.224
5289,0.224
5290,0.224
5291,0.127
5292,0.127
5293,0.084
5294,0.084
5295,0.084
5296,0.084
5297,0.084
5298,0.084
5299,0.084
5300,0.084
5301,0.084
5302,0.084
5303,0.084
5304,0.084
5305,0.084
5306,0.084
5307,0.084
5308,0.084
5309,0.084
5310,0.084
5311,0.084
5312,0.084
5313,0.084
5314,0.084
5315,0.084
5316,0.084
5317,0.084
5318,0.084
5319,0.084
5320,0.084
5321,0.084
5322,0.084
5323,0.084
5324,0.084
5325,0.084
5326,0.084
5327,0.084
5328,0.084
5329,0.084
5330,0.084
5331,0.084
5332,0.084
5333,0.084
5334,0.084
5335,0.084
5336,0.084
5337,0.084
5338,0.084
5339,0.084
5340,0.084
5341,0.084
5342,0.084
5343,0.084
5344,0.084
5345,0.084
5346,0.084
5347,0.084
5348,0.084
5349,0.084
5350,0.084
5351,0.084
5352,0.127
5353,0.127
5354,0.224
5355,0.224
5356,0.224
5357,0.224
5358,0.127
5359,0.127
5360,0.127
5361,0.127
5362,0.224
5363,0.224
5364,0.224
5365,0.224
5366,0.127
5367,0.127
5368,0.084
5369,0.084
5370,0.084
5371,0.084
5372,0.084
5373,0.084
5374,0.084
5375,0.127
5376,0.127
5377,0.224
5378,0.224
5379,0.224
5380,0.224
5381,0.127
5382,0.127
5383,0.127
5384,0.127
5385,0.224
5386,0.224
5387,0.224
5388,0.224
5389,0.127
5390,0.127
5391,0.084
5392,0.084
5393,0.084
5394,0.084
5395,0.084
5396,0.084
5397,0.084
5398,0.127
5399,0.127
5400,0.224
5401,0.224
5402,0.224
5403,0.224
5404,0.127
5405,0.127
5406,0.127
5407,0.127
5408,0.224
5409,0.224
5410,0.224
5411,0.224
5412,0.127
5413,0.127
5414,0.084
5415,0.084
5416,0.084
5417,0.084
5418,0.084
5419,0.084
5420,0.084
5421,0.127
5422,0.127
5423,0.224
5424,0.224
5425,0.224
5426,0.224
5427,0.127
5428,0.127
5429,0.127
5430,0.127
5431,0.224
5432,0.224
5433,0.224
5434,0.224
5435,0.127
5436,0.127
5437,0.084
5438,0.084
5439,0.084
5440,0.084
5441,0.084
5442,0.084
5443,0.084
5444,0.127
5445,0.127
5446,0.224
5447,0.224
5448,0.224
5449,0.224
5450,0.127
5451,0.127
5452,0.127
5453,0.127
5454,0.224
5455,0.224
5456,0.224
5457,0.224
5458,0.127
5459,0.127
5460,0.084
5461,0.084
5462,0.084
5463,0.084
5464,0.084
5465,0.084
5466,0.084
5467,0.084
5468,0.084
5469,0.084
5470,0.084
5471,0.084
5472,0.084
5473,0.084
5474,0.084
5475,0.084
5476,0.084
5477,0.084
5478,0.084
5479,0.084
5480,0.084
5481,0.084
5482,0.084
5483,0.084
5484,0.084
5485,0.084
5486,0.084
5487,0.084
5488,0.084
5489,0.084
5490,0.084
5491,0.084
5492,0.084
5493,0.084
5494,0.084
5495,0.084
5496,0.084
5497,0.084
5498,0.084
5499,0.084
5500,0.084
5501,0.084
5502,0.084
5503,0.084
5504,0.084
5505,0.084
5506,0.084
5507,0.084
5508,0.084
5509,0.084
5510,0.084
5511,0.084
5512,0.084
5513,0.084
5514,0.084
5515,0.084
5516,0.084
5517,0.084
5518,0.084
5519,0.127
5520,0.127
5521,0.224
5522,0.224
5523,0.224
5524,0.224
5525,0.127
5526,0.127
5527,0.127
5528,0.127
5529,0.224
5530,0.224
5531,0.224
5532,0.224
5533,0.127
5534,0.127
5535,0.084
5536,0.084
5537,0.084
5538,0.084
5539,0.084
5540,0.084
5541,0.084
5542,0.127
5543,0.127
5544,0.224
5545,0.224
5546,0.224
5547,0.224
5548,0.127
5549,0.127
5550,0.127
5551,0.127
5552,0.224
5553,0.224
5554,0.224
5555,0.224
5556,0.127
5557,0.127
5558,0.084
5559,0.084
5560,0.084
5561,0.084
5562,0.084
5563,0.084
5564,0.084
5565,0.127
5566,0.127
5567,0.224
5568,0.224
5569,0.224
5570,0.224
5571,0.127
5572,0.127
5573,0.127
5574,0.127
5575,0.224
5576,0.224
5577,0.224
5578,0.224
5579,0.127
5580,0.127
5581,0.084
5582,0.084
5583,0.084
5584,0.084
5585,0.084
5586,0.084
5587,0.084
5588,0.127
5589,0.127
5590,0.224
5591,0.224
5592,0.224
5593,0.224
5594,0.127
5595,0.127
5596,0.127
5597,0.127
5598,0.224
5599,0.224
5600,0.224
5601,0.224
5602,0.127
5603,0.127
5604,0.084
5605,0.084
5606,0.084
5607,0.084
5608,0.084
5609,0.084
5610,0.084
5611,0.127
5612,0.127
5613,0.224
5614,0.224
5615,0.224
5616,0.224
5617,0.127
5618,0.127
5619,0.127
5620,0.127
5621,0.224
5622,0.224
5623,0.224
5624,0.224
5625,0.127
5626,0.127
5627,0.084
5628,0.084
5629,0.084
5630,0.084
5631,0.084
5632,0.084
5633,0.084
5634,0.084
5635,0.084
5636,0.084
5637,0.084
5638,0.084
5639,0.084
5640,0.084
5641,0.084
5642,0.084
5643,0.084
5644,0.084
5645,0.084
5646,0.084
5647,0.084
5648,0.084
5649,0.084
5650,0.084
5651,0.084
5652,0.084
5653,0.084
5654,0.084
5655,0.084
5656,0.084
5657,0.084
5658,0.084
5659,0.084
5660,0.084
5661,0.084
5662,0.084
5663,0.084
5664,0.084
5665,0.084
5666,0.084
5667,0.084
5668,0.084
5669,0.084
5670,0.084
5671,0.084
5672,0.084
5673,0.084
5674,0.084
5675,0.084
5676,0.084
5677,0.084
5678,0.084
5679,0.084
5680,0.084
5681,0.084
5682,0.084
5683,0.084
5684,0.084
5685,0.084
5686,0.127
5687,0.127
5688,0.224
5689,0.224
5690,0.224
5691,0.224
5692,0.127
5693,0.127
5694,0.127
5695,0.127
5696,0.224
5697,0.224
5698,0.224
5699,0.224
5700,0.127
5701,0.127
5702,0.084
5703,0.084
5704,0.084
5705,0.084
5706,0.084
5707,0.084
5708,0.084
5709,0.127
5710,0.127
5711,0.224
5712,0.224
5713,0.224
5714,0.224
5715,0.127
5716,0.127
5717,0.127
5718,0.127
5719,0.224
5720,0.224
5721,0.224
5722,0.224
5723,0.127
5724,0.127
5725,0.084
5726,0.084
5727,0.084
5728,0.084
5729,0.084
5730,0.084
5731,0.084
5732,0.127
5733,0.127
5734,0.224
5735,0.224
5736,0.224
5737,0.224
5738,0.127
5739,0.127
5740,0.127
5741,0.127
5742,0.224
5743,0.224
5744,0.224
5745,0.224
5746,0.127
5747,0.127
5748,0.084
5749,0.084
5750,0.084
5751,0.084
5752,0.084
5753,0.084
5754,0.084
5755,0.127
5756,0.127
5757,0.224
5758,0.224
5759,0.224
5760,0.224
5761,0.127
5762,0.127
5763,0.127
5764,0.127
5765,0.224
5766,0.224
5767,0.224
5768,0.224
5769,0.127
5770,0.127
5771,0.084
5772,0.084
5773,0.084
5774,0.084
5775,0.084
5776,0.084
5777,0.084
5778,0.127
5779,0.127
5780,0.224
5781,0.224
5782,0.224
5783,0.224
5784,0.127
5785,0.127
5786,0.127
5787,0.127
5788,0.224
5789,0.224
5790,0.224
5791,0.224
5792,0.127
5793,0.127
5794,0.084
5795,0.084
5796,0.084
5797,0.084
5798,0.084
5799,0.084
5800,0.084
5801,0.084
5802,0.084
5803,0.084
5804,0.084
5805,0.084
5806,0.084
5807,0.084
5808,0.084
5809,0.084
5810,0.084
5811,0.084
5812,0.084
5813,0.084
5814,0.084
5815,0.084
5816,0.084
5817,0.084
5818,0.084
5819,0.084
5820,0.084
5821,0.084
5822,0.084
5823,0.084
5824,0.084
5825,0.084
5826,0.084
5827,0.084
5828,0.084
5829,0.084
5830,0.084
5831,0.084
5832,0.084
5833,0.084
5834,0.084
5835,0.084
5836,0.084
5837,0.084
5838,0.084
5839,0.084
5840,0.084
5841,0.084
5842,0.084
5843,0.084
5844,0.084
5845,0.084
5846,0.084
5847,0.084
5848,0.084
5849,0.084
5850,0.084
5851,0.084
5852,0.084
5853,0.127
5854,0.127
5855,0.224
5856,0.224
5857,0.224
5858,0.224
5859,0.127
5860,0.127
5861,0.127
5862,0.127
5863,0.224
5864,0.224
5865,0.224
5866,0.224
5867,0.127
5868,0.127
5869,0.084
5870,0.084
5871,0.084
5872,0.084
5873,0.084
5874,0.084
5875,0.084
5876,0.127
5877,0.127
5878,0.224
5879,0.224
5880,0.224
5881,0.224
5882,0.127
5883,0.127
5884,0.127
5885,0.127
5886,0.224
5887,0.224
5888,0.224
5889,0.224
5890,0.127
5891,0.127
5892,0.084
5893,0.084
5894,0.084
5895,0.084
5896,0.084
5897,0.084
5898,0.084
5899,0.127
5900,0.127
5901,0.224
5902,0.224
5903,0.224
5904,0.224
5905,0.127
5906,0.127
5907,0.127
5908,0.127
5909,0.224
5910,0.224
5911,0.224
5912,0.224
5913,0.127
5914,0.127
5915,0.084
5916,0.084
5917,0.084
5918,0.084
5919,0.084
5920,0.084
5921,0.084
5922,0.127
5923,0.127
5924,0.224
5925,0.224
5926,0.224
5927,0.224
5928,0.127
5929,0.127
5930,0.127
5931,0.127
5932,0.224
5933,0.224
5934,0.224
5935,0.224
5936,0.127
5937,0.127
5938,0.084
5939,0.084
5940,0.084
5941,0.084
5942,0.084
5943,0.084
5944,0.084
5945,0.127
5946,0.127
5947,0.224
5948,0.224
5949,0.224
5950,0.224
5951,0.127
5952,0.127
5953,0.127
5954,0.127
5955,0.224
5956,0.224
5957,0.224
5958,0.224
5959,0.127
5960,0.127
5961,0.084
5962,0.084
5963,0.084
5964,0.084
5965,0.084
5966,0.084
5967,0.084
5968,0.084
5969,0.084
5970,0.084
5971,0.084
5972,0.084
5973,0.084
5974,0.084
5975,0.084
5976,0.084
5977,0.084
5978,0.084
5979,0.084
5980,0.084
5981,0.084
5982,0.084
5983,0.084
5984,0.084
5985,0.084
5986,0.084
5987,0.084
5988,0.084
5989,0.084
5990,0.084
5991,0.084
5992,0.084
5993,0.084
5994,0.084
5995,0.084
5996,0.084
5997,0.084
5998,0.084
5999,0.084
6000,0.084
6001,0.084
6002,0.084
6003,0.084
6004,0.084
6005,0.084
6006,0.084
6007,0.084
6008,0.084
6009,0.084
6010,0.084
6011,0.084
6012,0.084
6013,0.084
6014,0.084
6015,0.084
6016,0.084
6017,0.084
6018,0.084
6019,0.084
6020,0.127
6021,0.127
6022,0.224
6023,0.224
6024,0.224
6025,0.224
6026,0.127
6027,0.127
6028,0.127
6029,0.127
6030,0.224
6031,0.224
6032,0.224
6033,0.224
6034,0.127
6035,0.127
6036,0.084
6037,0.084
6038,0.084
6039,0.084
6040,0.084
6041,0.084
6042,0.084
6043,0.127
6044,0.127
6045,0.224
6046,0.224
6047,0.224
6048,0.224
6049,0.127
6050,0.127
6051,0.127
6052,0.127
6053,0.224
6054,0.224
6055,0.224
6056,0.224
6057,0.127
6058,0.127
6059,0.084
6060,0.084
6061,0.084
6062,0.084
6063,0.084
6064,0.084
6065,0.084
6066,0.127
6067,0.127
6068,0.224
6069,0.224
6070,0.224
6071,0.224
6072,0.127
6073,0.127
6074,0.127
6075,0.127
6076,0.224
6077,0.224
6078,0.224
6079,0.224
6080,0.127
6081,0.127
6082,0.084
6083,0.084
6084,0.084
6085,0.084
6086,0.084
6087,0.084
6088,0.084
6089,0.127
6090,0.127
6091,0.224
6092,0.224
6093,0.224
6094,0.224
6095,0.127
6096,0.127
6097,0.127
6098,0.127
6099,0.224
6100,0.224
6101,0.224
6102,0.224
6103,0.127
6104,0.127
6105,0.084
6106,0.084
6107,0.084
6108,0.084
6109,0.084
6110,0.084
6111,0.084
6112,0.127
6113,0.127
6114,0.224
6115,0.224
6116,0.224
6117,0.224
6118,0.127
6119,0.127
6120,0.127
6121,0.127
6122,0.224
6123,0.224
6124,0.224
6125,0.224
6126,0.127
6127,0.127
6128,0.084
6129,0.084
6130,0.084
6131,0.084
6132,0.084
6133,0.084
6134,0.084
6135,0.084
6136,0.084
6137,0.084
